Utility Charateristics,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,SERVICE_TYPE,"Data Type
O = Observed
I = Imputed",State,Ownership,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count
2012,18820,City of Thief River Falls,A,Bundled,O,MN,Municipal,"4,003.0","42,117","3,945","4,704.0","56,809",729,"3,222.0","35,944",32,.,.,.,"11,929.0","134,870","4,706"
2012,18847,City of Thomaston - (GA),A,Bundled,O,GA,Municipal,"4,099.0","41,949","4,028","5,187.0","47,934",592,"2,448.0","37,909",3,.,.,.,"11,734.0","127,792","4,623"
2012,18848,City of Thomasville - (GA),A,Bundled,O,GA,Municipal,"18,591.0","177,454","12,728","30,157.0","323,689","2,445",.,.,.,.,.,.,"48,748.0","501,143","15,173"
2012,18895,Thumb Electric Coop of Mich,A,Bundled,O,MI,Cooperative,"14,551.0","128,883","11,304","2,925.0","29,710",955,0.0,0,0,.,.,.,"17,476.0","158,593","12,259"
2012,18917,Tillamook Peoples Utility Dist,A,Bundled,O,OR,Political Subdivision,"19,170.0","229,065","18,433","8,535.0","122,911","2,147","5,273.0","108,791",5,.,.,.,"32,978.0","460,767","20,585"
2012,18940,Tipmont Rural Elec Member Corp,A,Bundled,O,IN,Cooperative,"37,491.0","303,683","25,020","10,652.0","106,063","1,405","4,642.0","66,068",4,0.0,0,0,"52,785.0","475,814","26,429"
2012,18941,City of Tipp City,A,Bundled,O,OH,Municipal,"4,651.0","46,876","4,352","2,204.0","21,910",479,"5,086.0","66,077",39,.,.,.,"11,941.0","134,863","4,870"
2012,18942,Tipton Municipal Electric Util,A,Bundled,O,IN,Municipal,"3,550.9","39,332","3,287","2,342.5","23,370",810,"4,534.6","55,528",83,.,.,.,"10,428.0","118,230","4,180"
2012,18943,Tippah Electric Power Assn,A,Bundled,O,MS,Cooperative,"15,316.0","144,717","10,333","10,003.0","87,572","3,070","7,368.0","82,625",8,0.0,0,0,"32,687.0","314,914","13,411"
2012,18947,City of Tipton - (IA),A,Bundled,O,IA,Municipal,"1,544.9","11,778","1,421","1,227.9","9,998",333,766.1,"8,344",7,.,.,.,"3,538.9","30,120","1,761"
2012,18951,Tishomingo County E P A,A,Bundled,O,MS,Cooperative,"14,866.0","141,436","10,987","9,909.0","85,419","2,463","3,557.0","40,554",7,0.0,0,0,"28,332.0","267,409","13,457"
2012,18955,"Tri-County Electric Coop, Inc",A,Bundled,O,IL,Cooperative,"31,366.0","229,873","15,699","4,279.0","41,309",334,"14,620.0","150,012",39,.,.,.,"50,265.0","421,194","16,072"
2012,18956,Tri-County Elec Member Corp,A,Bundled,O,GA,Cooperative,"30,682.0","259,364","19,051","5,644.0","47,103","1,889","2,648.0","39,963",15,.,.,.,"38,974.0","346,430","20,955"
2012,18957,Tri-County Elec Member Corp,A,Bundled,O,NC,Cooperative,"35,154.2","316,451","20,140","11,716.8","113,426","3,876","6,353.9","89,140",4,.,.,.,"53,224.9","519,017","24,020"
2012,18961,Twin County Electric Pwr Assn,A,Bundled,O,MS,Cooperative,"15,593.0","114,904","9,454","5,018.0","35,348","1,209","9,821.0","84,844","1,701",.,.,.,"30,432.0","235,096","12,364"
2012,18962,Twin Valley Electric Coop Inc,A,Bundled,O,KS,Cooperative,"3,691.0","25,417","2,182","1,841.0","10,727","1,035",.,.,.,.,.,.,"5,532.0","36,144","3,217"
2012,18976,Trinity Valley Elec Coop Inc,A,Bundled,O,TX,Cooperative,"95,377.0","921,026","58,819","13,749.0","141,115","3,883","5,013.0","62,271",5,0.0,0,0,"114,139.0","1,124,412","62,707"
2012,18995,Tenaska Power Services,B,Energy,O,DE,Retail Power Marketer,0.0,0,0,0.0,0,0,"1,938.0","36,268",1,0.0,0,0,"1,938.0","36,268",1
2012,18995,Tenaska Power Services,D,Bundled,O,TX,Retail Power Marketer,0.0,0,0,"9,289.0","184,374",34,"42,323.0","969,680",267,0.0,0,0,"51,612.0","1,154,054",301
2012,18997,The Toledo Edison Co,A,Bundled,O,OH,Investor Owned,"96,999.6","830,972","87,420","34,872.5","292,244","9,072","63,136.7","1,437,017",86,0.0,0,0,"195,008.8","2,560,233","96,578"
2012,18997,The Toledo Edison Co,C,Delivery,O,OH,Investor Owned,"97,611.7","1,737,827","184,586","72,527.8","1,777,134","26,590","25,766.0","4,306,283",393,0.0,0,0,"195,905.5","7,821,244","211,569"
2012,19007,Tombigbee Electric Power Assn,A,Bundled,O,MS,Cooperative,"54,084.0","530,809","34,308","33,208.0","292,482","7,544","19,447.0","242,040",22,0.0,0,0,"106,739.0","1,065,331","41,874"
2012,19022,Tongue River Electric Coop Inc,A,Bundled,O,MT,Cooperative,"7,360.0","51,389","4,258","1,531.0","12,602",527,"2,503.0","19,184",148,.,.,.,"11,394.0","83,175","4,933"
2012,19027,"Tombigbee Electric Coop, Inc",A,Bundled,O,AL,Cooperative,"12,528.0","96,667","8,358","1,905.0","14,422","1,070",.,.,.,.,.,.,"14,433.0","111,089","9,428"
2012,19032,City of Torrington - (WY),A,Bundled,O,WY,Municipal,"2,398.0","28,582","3,159","3,792.0","35,399",685,"3,207.0","43,584",52,.,.,.,"9,397.0","107,565","3,896"
2012,19060,"Traverse Electric Coop, Inc",A,Bundled,O,MN,Cooperative,"3,109.0","28,450","1,705",709.0,"7,034",75,68.0,806,1,.,.,.,"3,886.0","36,290","1,781"
2012,19060,"Traverse Electric Coop, Inc",A,Bundled,O,ND,Cooperative,46.0,443,23,.,.,.,.,.,.,.,.,.,46.0,443,23
2012,19060,"Traverse Electric Coop, Inc",A,Bundled,O,SD,Cooperative,"1,917.0","17,696",990,240.0,"2,755",21,958.0,"12,934",1,.,.,.,"3,115.0","33,385","1,012"
2012,19068,Colorado Golden Energy Corp,A,Bundled,O,CO,Unregulated,.,.,.,.,.,.,"1,285.0","31,603",1,.,.,.,"1,285.0","31,603",1
2012,19107,Suez Energy Resources North Am,B,Energy,O,CT,Retail Power Marketer,0.0,0,0,"51,043.0","692,561",234,"17,934.0","243,332",82,0.0,0,0,"68,977.0","935,893",316
2012,19107,Suez Energy Resources North Am,B,Energy,O,DC,Retail Power Marketer,0.0,0,0,"10,932.0","149,800",47,"1,215.0","16,644",5,0.0,0,0,"12,147.0","166,444",52
2012,19107,Suez Energy Resources North Am,B,Energy,O,DE,Retail Power Marketer,0.0,0,0,"7,077.0","106,456",33,"2,359.0","35,485",11,0.0,0,0,"9,436.0","141,941",44
2012,19107,Suez Energy Resources North Am,B,Energy,O,IL,Retail Power Marketer,0.0,0,0,"124,940.0","2,315,894",330,"64,363.0","1,193,067",170,0.0,0,0,"189,303.0","3,508,961",500
2012,19107,Suez Energy Resources North Am,B,Energy,O,MA,Retail Power Marketer,0.0,0,0,"122,737.0","1,713,159",309,"60,453.0","843,794",152,0.0,0,0,"183,190.0","2,556,953",461
2012,19107,Suez Energy Resources North Am,B,Energy,O,MD,Retail Power Marketer,0.0,0,0,"65,639.0","937,233",335,"16,410.0","234,308",84,0.0,0,0,"82,049.0","1,171,541",419
2012,19107,Suez Energy Resources North Am,B,Energy,O,ME,Retail Power Marketer,0.0,0,0,"13,788.0","214,375",43,"7,103.0","110,436",22,0.0,0,0,"20,891.0","324,811",65
2012,19107,Suez Energy Resources North Am,B,Energy,O,NJ,Retail Power Marketer,0.0,0,0,"162,943.0","2,149,601",423,"69,833.0","921,258",181,0.0,0,0,"232,776.0","3,070,859",604
2012,19107,Suez Energy Resources North Am,B,Energy,O,NY,Retail Power Marketer,0.0,0,0,"238,955.0","3,460,579",660,"56,051.0","811,741",155,0.0,0,0,"295,006.0","4,272,320",815
2012,19107,Suez Energy Resources North Am,B,Energy,O,OH,Retail Power Marketer,0.0,0,0,"3,867.0","76,671",26,"3,164.0","62,730",21,0.0,0,0,"7,031.0","139,401",47
2012,19107,Suez Energy Resources North Am,B,Energy,O,PA,Retail Power Marketer,0.0,0,0,"183,204.0","2,890,905",515,"112,302.0","1,774,345",303,"8,012.0","130,277",1,"303,518.0","4,795,527",819
2012,19107,Suez Energy Resources North Am,D,Bundled,O,TX,Retail Power Marketer,0.0,0,0,"691,310.0","9,845,152","2,294","242,893.0","3,459,108",806,0.0,0,0,"934,203.0","13,304,260","3,100"
2012,19108,Tideland Electric Member Corp,A,Bundled,O,NC,Cooperative,"30,339.0","219,596","19,675","11,556.0","99,428","2,495",232.0,"2,283",2,.,.,.,"42,127.0","321,307","22,172"
2012,19119,"TransCanada Power Marketing, Ltd.",B,Energy,O,CT,Retail Power Marketer,0.0,0,0,0.0,0,0,"136,168.0","1,510,222",242,0.0,0,0,"136,168.0","1,510,222",242
2012,19119,"TransCanada Power Marketing, Ltd.",B,Energy,O,MA,Retail Power Marketer,0.0,0,0,0.0,0,0,"252,158.0","3,075,108",355,0.0,0,0,"252,158.0","3,075,108",355
2012,19119,"TransCanada Power Marketing, Ltd.",B,Energy,O,ME,Retail Power Marketer,0.0,0,0,0.0,0,0,"17,072.0","226,426",19,0.0,0,0,"17,072.0","226,426",19
2012,19119,"TransCanada Power Marketing, Ltd.",B,Energy,O,NH,Retail Power Marketer,0.0,0,0,0.0,0,0,"53,561.0","703,055",99,0.0,0,0,"53,561.0","703,055",99
2012,19119,"TransCanada Power Marketing, Ltd.",B,Energy,O,NY,Retail Power Marketer,0.0,0,0,0.0,0,0,"26,386.0","319,022",116,0.0,0,0,"26,386.0","319,022",116
2012,19119,"TransCanada Power Marketing, Ltd.",B,Energy,O,RI,Retail Power Marketer,0.0,0,0,0.0,0,0,"33,691.0","447,245",71,0.0,0,0,"33,691.0","447,245",71
2012,19125,City of Traverse City - (MI),A,Bundled,O,MI,Municipal,"5,529.0","57,457","8,775","14,636.0","146,034","3,038","9,219.0","121,155",40,0.0,0,0,"29,384.0","324,646","11,853"
2012,19126,"TriEagle Energy, L.P.",B,Energy,O,PA,Retail Power Marketer,"4,842.0","66,317","9,777","18,843.0","247,612","3,198",.,.,.,.,.,.,"23,685.0","313,929","12,975"
2012,19126,"TriEagle Energy, L.P.",D,Bundled,O,TX,Retail Power Marketer,"23,254.0","250,828","14,917","64,855.0","693,826","4,622",.,.,.,.,.,.,"88,109.0","944,654","19,539"
2012,19144,SUEZ-DEGS of Ashtabula LLC,A,Bundled,O,OH,Unregulated,.,.,.,"4,192.0","148,738",1,.,.,.,.,.,.,"4,192.0","148,738",1
2012,19149,City of Trenton - (TN),A,Bundled,O,TN,Municipal,"2,468.0","24,444","1,958","3,499.0","35,075",492,0.0,0,0,0.0,0,0,"5,967.0","59,519","2,450"
2012,19150,Trenton Municipal Utilities - (MO),A,Bundled,O,MO,Municipal,"3,154.0","32,324","2,688","2,734.0","29,491",477,"1,655.0","23,475",4,.,.,.,"7,543.0","85,290","3,169"
2012,19154,Tri-State Electric Member Corp,A,Bundled,O,GA,Cooperative,"14,896.0","122,193","11,154","9,269.0","75,119","2,262",0.0,0,0,0.0,0,0,"24,165.0","197,312","13,416"
2012,19154,Tri-State Electric Member Corp,A,Bundled,O,NC,Cooperative,"1,409.0","11,025","1,263",158.0,"1,035",148,0.0,0,0,0.0,0,0,"1,567.0","12,060","1,411"
2012,19154,Tri-State Electric Member Corp,A,Bundled,O,TN,Cooperative,"3,716.0","30,804","2,614","2,029.0","16,497",522,.,.,.,0.0,0,0,"5,745.0","47,301","3,136"
2012,19156,Powder River Energy Corp,A,Bundled,O,MT,Cooperative,45.7,532,44,"1,817.1","13,020",175,"5,465.5","96,387",64,.,.,.,"7,328.3","109,939",283
2012,19156,Powder River Energy Corp,A,Bundled,O,WY,Cooperative,"16,795.0","204,831","14,252","80,090.5","978,930","10,115","84,552.6","1,527,376","3,398",.,.,.,"181,438.1","2,711,137","27,765"
2012,19157,Tri-County Electric Coop,A,Bundled,O,IA,Cooperative,213.1,"1,486",119,17.6,133,2,0.0,0,0,0.0,0,0,230.7,"1,619",121
2012,19157,Tri-County Electric Coop,A,Bundled,O,MN,Cooperative,"22,269.4","162,724","12,537","4,567.7","42,495",441,"3,788.5","54,006",7,0.0,0,0,"30,625.6","259,225","12,985"
2012,19158,Tri-County Electric Coop Assn,A,Bundled,O,MO,Cooperative,"8,482.0","68,566","5,687","1,711.0","15,858",636,.,.,.,.,.,.,"10,193.0","84,424","6,323"
2012,19159,"Tri-County Electric Coop, Inc",A,Bundled,O,TX,Cooperative,"136,238.1","1,505,993","81,594","38,638.7","475,550","10,992","23,086.7","373,208",73,.,.,.,"197,963.5","2,354,751","92,659"
2012,19160,"Tri-County Electric Coop, Inc",A,Bundled,O,CO,Cooperative,9.7,75,7,27.0,162,26,.,.,.,.,.,.,36.7,237,33
2012,19160,"Tri-County Electric Coop, Inc",A,Bundled,O,KS,Cooperative,"1,666.0","14,779","1,392","1,721.0","15,648",408,.,.,.,.,.,.,"3,387.0","30,427","1,800"
2012,19160,"Tri-County Electric Coop, Inc",A,Bundled,O,NM,Cooperative,2.9,18,4,0.3,2,1,.,.,.,.,.,.,3.2,20,5
2012,19160,"Tri-County Electric Coop, Inc",A,Bundled,O,OK,Cooperative,"17,809.0","152,153","11,487","16,035.7","101,727","8,979","44,470.0","619,456",668,.,.,.,"78,314.7","873,336","21,134"
2012,19160,"Tri-County Electric Coop, Inc",A,Bundled,O,TX,Cooperative,282.0,"2,749",191,"1,979.0","30,285",80,.,.,.,.,.,.,"2,261.0","33,034",271
2012,19161,"Tri-County Electric Coop, Inc",A,Bundled,O,FL,Cooperative,"22,954.0","161,148","15,770","5,620.7","41,978","1,499","7,220.7","80,801",275,.,.,.,"35,795.4","283,927","17,544"
2012,19162,Tri-County Elec Member Corp,A,Bundled,O,KY,Cooperative,"28,423.0","271,069","19,563","16,929.0","151,005","5,150","8,917.0","98,253",9,0.0,0,0,"54,269.0","520,327","24,722"
2012,19162,Tri-County Elec Member Corp,A,Bundled,O,TN,Cooperative,"33,539.0","323,561","21,574","16,403.0","144,972","4,684","2,508.0","33,420",4,0.0,0,0,"52,450.0","501,953","26,262"
2012,19173,Colorado Energy Nations Company LLLP,A,Bundled,O,CO,Unregulated,.,.,.,.,.,.,"14,428.0","182,387",1,.,.,.,"14,428.0","182,387",1
2012,19189,Trico Electric Cooperative Inc,A,Bundled,O,AZ,Cooperative,"53,132.6","413,365","38,780","23,738.7","220,936","2,102","1,883.0","26,611",44,0.0,0,0,"78,754.3","660,912","40,926"
2012,19219,Diverse Power Incorporated,A,Bundled,O,AL,Cooperative,981.1,"8,277",597,152.9,948,71,.,.,.,.,.,.,"1,134.0","9,225",668
2012,19219,Diverse Power Incorporated,A,Bundled,O,GA,Cooperative,"46,070.7","378,654","24,260","12,129.3","99,785","3,690","3,462.1","52,344",10,.,.,.,"61,662.1","530,783","27,960"
2012,19225,City of Troy - (AL),A,Bundled,O,AL,Municipal,"8,476.0","91,280","6,661","3,249.0","34,611","1,709","18,252.0","257,143",178,0.0,0,0,"29,977.0","383,034","8,548"
2012,19229,Truckee Donner P U D,A,Bundled,O,CA,Political Subdivision,"11,869.0","77,162","11,692","10,227.0","68,360","1,491",.,.,.,.,.,.,"22,096.0","145,522","13,183"
2012,19266,Tullahoma Board-Public Utils,A,Bundled,O,TN,Municipal,"11,189.0","118,646","8,500","12,570.0","128,612","1,887","4,308.0","53,491",7,0.0,0,0,"28,067.0","300,749","10,394"
2012,19273,City of Tupelo - (MS),A,Bundled,O,MS,Municipal,"13,173.0","144,902","10,853","28,157.0","293,896","4,514","15,322.0","225,176",11,0.0,0,0,"56,652.0","663,974","15,378"
2012,19277,TDX North Slope Generating Co,A,Bundled,O,AK,Investor Owned,0.0,0,0,"11,466.0","66,768",75,0.0,0,0,0.0,0,0,"11,466.0","66,768",75
2012,19281,Turlock Irrigation District,A,Bundled,O,CA,Political Subdivision,"105,961.0","708,278","72,045","31,528.0","252,814","23,731","111,168.0","984,877","4,168",.,.,.,"248,657.0","1,945,969","99,944"
2012,19293,Southeastern Electric Coop Inc - (SD),A,Bundled,O,SD,Cooperative,"20,267.1","211,185","13,407","8,893.0","105,157","1,693","17,413.2","254,288",216,0.0,0,0,"46,573.3","570,630","15,316"
2012,19307,City of Tuscumbia,A,Bundled,O,AL,Municipal,"5,409.0","53,170","3,825","3,523.0","30,979",789,"1,382.0","11,986",2,0.0,0,0,"10,314.0","96,135","4,616"
2012,19308,City of Tuskegee,A,Bundled,O,AL,Municipal,"7,733.0","63,208","6,202","1,897.0","15,515",678,"6,728.0","76,305",99,.,.,.,"16,358.0","155,028","6,979"
2012,19324,Two Rivers Water & Light,A,Bundled,O,WI,Municipal,"4,219.2","34,981","5,502","4,667.1","46,239",587,384.6,"3,780",1,0.0,0,0,"9,270.9","85,000","6,090"
2012,19325,Umatilla Electric Coop Assn,A,Bundled,O,OR,Cooperative,"12,794.8","164,377","10,961","10,359.7","167,374","1,859","30,618.2","641,630","1,434",.,.,.,"53,772.7","973,381","14,254"
2012,19327,TXU Energy Retail Co LP,D,Bundled,O,TX,Retail Power Marketer,"2,903,760.0","23,215,589","1,579,268","745,341.0","5,969,679","178,248","728,386.0","10,394,588","16,591",0.0,0,0,"4,377,487.0","39,579,856","1,774,107"
2012,19390,"UGI Utilities, Inc",A,Bundled,O,PA,Investor Owned,"63,667.0","538,585","54,414","19,442.0","184,440","6,663","1,873.0","21,426",87,.,.,.,"84,982.0","744,451","61,164"
2012,19390,"UGI Utilities, Inc",C,Delivery,O,PA,Investor Owned,3.0,123,3,"3,573.0","146,862",752,"1,727.0","87,196",71,.,.,.,"5,303.0","234,181",826
2012,19396,Tri-County Electric Coop,A,Bundled,O,MI,Cooperative,"29,596.3","218,751","22,314","5,419.7","36,666","3,113","7,537.0","74,829",128,0.0,0,0,"42,553.0","330,246","25,555"
2012,19397,City of Ukiah - (CA),A,Bundled,O,CA,Municipal,"5,396.0","40,958","6,273","8,104.0","68,244","1,472",211.0,"1,447",60,.,.,.,"13,711.0","110,649","7,805"
2012,19430,City of Union City,A,Bundled,O,TN,Municipal,"6,434.0","68,327","5,158","8,295.0","82,314","1,211","11,689.0","129,284",8,0.0,0,0,"26,418.0","279,925","6,377"
2012,19431,City of Union - (SC),A,Bundled,O,SC,Municipal,"7,712.0","69,375","5,887","6,156.0","57,765","1,086",897.0,"9,478",12,.,.,0,"14,765.0","136,618","6,985"
2012,19435,Union Electric Membership Corp - (NC),A,Bundled,O,NC,Cooperative,"114,769.0","991,771","66,138","17,572.0","179,901","1,654",.,.,.,.,.,.,"132,341.0","1,171,672","67,792"
2012,19436,Union Electric Co - (MO),A,Bundled,O,MO,Investor Owned,"1,297,397.0","13,385,197","1,036,216","1,102,460.0","14,679,261","153,082","434,820.0","8,659,861","4,372","1,504.0","21,589",1,"2,836,181.0","36,745,908","1,193,671"
2012,19437,Western Iowa Power Coop,A,Bundled,O,IA,Cooperative,"7,701.2","63,643","4,102",688.1,"6,559",220,"3,853.6","41,951","1,213",.,.,.,"12,242.9","112,153","5,535"
2012,19443,United Rural Elec Member Corp,A,Bundled,O,IN,Cooperative,"20,411.0","175,014","11,311","8,866.0","85,825",252,"11,794.0","160,475",3,.,.,.,"41,071.0","421,314","11,566"
2012,19445,"Southern Indiana R E C, Inc",A,Bundled,O,IN,Cooperative,"13,400.0","106,201","8,493","3,113.0","26,633",621,"17,668.0","323,589",10,.,.,.,"34,181.0","456,423","9,124"
2012,19446,Duke Energy Kentucky,A,Bundled,O,KY,Investor Owned,"127,926.0","1,459,567","121,088","140,805.0","1,758,208","14,909","54,620.0","780,912",380,.,.,.,"323,351.0","3,998,687","136,377"
2012,19454,City of Unalaska - (AK),A,Bundled,O,AK,Municipal,"1,997.6","4,009",686,"4,906.4","11,183",242,"10,572.0","27,024",16,.,.,.,"17,476.0","42,216",944
2012,19490,United Electric Coop Service Inc - (TX),A,Bundled,O,TX,Cooperative,"90,852.7","1,021,385","65,205","37,528.7","474,843","11,238","28,420.7","470,396",60,.,.,.,"156,802.1","1,966,624","76,503"
2012,19493,Union County Electric Coop Inc,A,Bundled,O,SD,Cooperative,"2,439.4","21,375","1,259",406.9,"3,782",72,517.3,"5,237",197,.,.,.,"3,363.6","30,394","1,528"
2012,19497,United Illuminating Co,A,Bundled,O,CT,Investor Owned,"211,236.0","1,023,871","144,083","59,077.0","372,356","12,075","3,295.0","21,903",256,0.0,0,0,"273,608.0","1,418,130","156,414"
2012,19497,United Illuminating Co,C,Delivery,O,CT,Investor Owned,"145,914.0","1,221,651","145,197","170,830.0","2,311,086","19,320","33,167.0","480,412",956,0.0,0,0,"349,911.0","4,013,149","165,473"
2012,19499,"United Power, Inc",A,Bundled,O,CO,Cooperative,"78,097.9","651,080","60,608","51,313.6","495,900","8,857","19,166.1","224,123",636,.,.,.,"148,577.6","1,371,103","70,101"
2012,19501,"Union Rural Electric Coop, Inc",A,Bundled,O,OH,Cooperative,"15,406.0","123,148","8,176","6,701.0","61,246",307,"21,717.0","289,148",7,.,.,.,"43,824.0","473,542","8,490"
2012,19502,"United Electric Co-op, Inc - (ID)",A,Bundled,O,ID,Cooperative,"5,635.0","86,074","4,176","2,774.0","45,738",935,"5,780.0","126,888","1,057",.,.,.,"14,189.0","258,700","6,168"
2012,19528,University of Illinois,A,Bundled,O,IL,Unregulated,134.0,910,236,"1,542.0","16,642",64,.,.,.,.,.,.,"1,676.0","17,552",300
2012,19545,Black Hills Power Inc,A,Bundled,O,MT,Investor Owned,5.2,61,12,114.3,"1,519",20,"2,464.7","48,328",3,.,.,.,"2,584.2","49,908",35
2012,19545,Black Hills Power Inc,A,Bundled,O,SD,Investor Owned,"54,846.2","508,911","54,161","71,301.5","732,496","13,906","14,849.4","240,094",33,.,.,.,"140,997.1","1,481,501","68,100"
2012,19545,Black Hills Power Inc,A,Bundled,O,WY,Investor Owned,"2,152.2","21,794","2,170","3,217.5","31,637",670,"8,041.1","117,615",11,.,.,.,"13,410.8","171,046","2,851"
2012,19547,Hawaiian Electric Co Inc,A,Bundled,O,HI,Investor Owned,"623,684.1","1,776,835","264,047","752,581.9","2,319,875","33,116","840,409.2","2,879,285",366,0.0,0,0,"2,216,675.2","6,975,995","297,529"
2012,19558,Homer Electric Assn Inc,A,Bundled,O,AK,Cooperative,"36,648.0","180,859","25,914","31,967.0","181,734","3,916","11,094.0","127,076",23,0.0,0,0,"79,709.0","489,669","29,853"
2012,19574,Upper Cumberland E M C,A,Bundled,O,TN,Cooperative,"61,138.0","574,305","40,377","24,651.0","210,888","7,203","16,423.0","192,776",17,0.0,0,0,"102,212.0","977,969","47,597"
2012,19578,Upper Peninsula Power Co,A,Bundled,O,MI,Investor Owned,"50,874.7","262,742","46,252","36,289.2","246,535","5,727","17,462.0","328,200",9,0.0,0,0,"104,625.9","837,477","51,988"
2012,19579,Upshur Rural Elec Coop Corp,A,Bundled,O,TX,Cooperative,"57,379.0","588,998","39,479","16,910.0","190,583","5,282","5,062.0","73,563",3,0.0,0,0,"79,351.0","853,144","44,764"
2012,19581,Upson Elec Member Corp,A,Bundled,O,GA,Cooperative,"11,788.0","106,298","8,318","1,617.0","13,172",827,344.0,"3,920",3,.,.,.,"13,749.0","123,390","9,148"
2012,19603,USBIA-Mission Valley Power,A,Bundled,O,MT,Federal,"14,491.0","217,040","14,512","7,359.0","121,085","5,339","1,046.0","15,177","1,042",0.0,0,0,"22,896.0","353,302","20,893"
2012,19604,USBIA-San Carlos Project,A,Bundled,O,AZ,Federal,"15,809.0","117,814","11,361","16,276.0","165,494","2,079","4,966.0","56,012",4,.,.,.,"37,051.0","339,320","13,444"
2012,19667,Utilities Dist-Western IN REMC,A,Bundled,O,IN,Cooperative,"33,708.4","233,816","18,000","5,049.3","39,399","1,023","3,276.6","32,228",18,.,.,.,"42,034.3","305,443","19,041"
2012,19677,City of Valentine - (NE),A,Bundled,O,NE,Municipal,"1,773.2","22,414","1,401","1,944.1","22,227",425,.,.,.,.,.,.,"3,717.3","44,641","1,826"
2012,19687,City of Valley City,A,Bundled,O,ND,Municipal,"2,820.0","42,000","3,299","3,516.0","52,337",783,478.0,"6,706",1,.,.,.,"6,814.0","101,043","4,083"
2012,19728,"UNS Electric, Inc",A,Bundled,O,AZ,Investor Owned,"77,294.0","835,784","80,865","57,292.5","615,829","10,933","25,521.0","303,928",23,0.0,0,0,"160,107.5","1,755,541","91,821"
2012,19784,Vera Irrigation District #15,A,Bundled,O,WA,Political Subdivision,"8,547.0","136,247","9,184","5,219.0","84,015",992,.,.,.,.,.,.,"13,766.0","220,262","10,176"
2012,19785,Verdigris Valley Elec Coop Inc,A,Bundled,O,OK,Cooperative,"48,175.0","513,797","30,105","5,949.0","54,971","4,225","7,189.0","83,872",653,0.0,0,0,"61,313.0","652,640","34,983"
2012,19788,City of Vermillion - (SD),A,Bundled,O,SD,Municipal,"3,214.0","31,459","3,951","2,841.0","36,112",525,.,.,.,.,.,.,"6,055.0","67,571","4,476"
2012,19790,Verendrye Electric Coop Inc,A,Bundled,O,ND,Cooperative,"17,559.5","201,898","12,569","10,752.0","134,787","1,587","9,896.2","176,424",64,0.0,0,0,"38,207.7","513,109","14,220"
2012,19791,"Vermont Electric Cooperative, Inc",A,Bundled,O,VT,Cooperative,"41,099.5","218,455","33,974","21,542.2","140,418","4,141","7,561.6","78,219",8,0.0,0,0,"70,203.3","437,092","38,123"
2012,19798,City of Vernon,A,Bundled,O,CA,Municipal,14.2,173,28,"48,831.6","374,715","1,275","86,695.4","770,242",595,.,.,.,"135,541.2","1,145,130","1,898"
2012,19804,City of Vero Beach,A,Bundled,O,FL,Municipal,"44,133.8","339,124","28,106","41,246.5","348,515","6,010","1,612.7","13,979",1,0.0,0,0,"86,993.0","701,618","34,117"
2012,19806,"Victoria Electric Coop, Inc",A,Bundled,O,TX,Cooperative,"26,309.0","257,946","18,216","4,022.0","39,562","2,436","6,631.0","70,648",280,.,.,.,"36,962.0","368,156","20,932"
2012,19813,Vernon Electric Coop,A,Bundled,O,WI,Cooperative,"16,689.0","122,340","10,388","2,186.0","21,177",534,.,.,.,.,.,.,"18,875.0","143,517","10,922"
2012,19820,Victory Electric Coop Assn Inc,A,Bundled,O,KS,Cooperative,"14,905.0","143,286","13,449","22,548.0","233,935","3,780","21,908.7","303,132","2,142",.,.,.,"59,361.7","680,353","19,371"
2012,19840,"Valley Electric Assn, Inc",A,Bundled,O,CA,Cooperative,14.6,112,12,1.2,4,2,874.9,"9,167",30,0.0,0,0,890.7,"9,283",44
2012,19840,"Valley Electric Assn, Inc",A,Bundled,O,NV,Cooperative,"33,020.0","268,886","18,237","15,469.6","149,215","2,196","2,073.8","21,581",189,0.0,0,0,"50,563.4","439,682","20,622"
2012,19856,City of Vineland - (NJ),A,Bundled,O,NJ,Municipal,"31,436.0","211,618","21,933","26,723.0","184,803","3,274","30,072.0","257,588",67,.,.,.,"88,231.0","654,009","25,274"
2012,19865,City of Vinton - (IA),A,Bundled,O,IA,Municipal,"2,133.4","17,936","2,170",915.4,"9,325",366,951.4,"11,538",19,.,.,.,"4,000.2","38,799","2,555"
2012,19876,Virginia Electric & Power Co,A,Bundled,O,NC,Investor Owned,"155,872.1","1,502,310","101,024","86,634.1","998,179","17,740","91,824.2","1,614,059",50,0.0,0,0,"334,330.4","4,114,548","118,814"
2012,19876,Virginia Electric & Power Co,A,Bundled,O,VA,Investor Owned,"3,056,269.0","27,671,894","2,086,647","3,005,167.7","38,508,739","249,568","389,280.8","6,234,956",464,"15,992.5","187,913",1,"6,466,710.0","72,603,502","2,336,680"
