Utility Charateristics,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,SERVICE_TYPE,"Data Type
O = Observed
I = Imputed",State,Ownership,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count
2012,1586,City of Bentonville - (AR),A,Bundled,O,AR,Municipal,"19,506.0","192,674","15,845","32,917.0","420,113","2,645",.,.,.,.,.,.,"52,423.0","612,787","18,490"
2012,1591,"Big Country Electric Coop, Inc",A,Bundled,O,TX,Cooperative,"8,871.1","76,092","8,290","15,329.9","159,145","3,689","1,106.8","9,848",663,.,.,.,"25,307.8","245,085","12,642"
2012,1601,City of Beresford,A,Bundled,O,SD,Municipal,"1,118.0","9,527",895,556.0,"5,413",268,"1,370.0","15,071",16,.,.,.,"3,044.0","30,011","1,179"
2012,1611,"Linde Energy Services, Inc.",B,Energy,O,DE,Retail Power Marketer,0.0,0,0,0.0,0,0,"14,783.1","225,737",1,0.0,0,0,"14,783.1","225,737",1
2012,1611,"Linde Energy Services, Inc.",B,Energy,O,IL,Retail Power Marketer,0.0,0,0,0.0,0,0,"8,650.7","232,796",4,0.0,0,0,"8,650.7","232,796",4
2012,1611,"Linde Energy Services, Inc.",B,Energy,O,ME,Retail Power Marketer,0.0,0,0,0.0,0,0,"5,790.9","88,702",1,0.0,0,0,"5,790.9","88,702",1
2012,1611,"Linde Energy Services, Inc.",B,Energy,O,NJ,Retail Power Marketer,0.0,0,0,0.0,0,0,594.8,"10,002",3,0.0,0,0,594.8,"10,002",3
2012,1611,"Linde Energy Services, Inc.",B,Energy,O,NY,Retail Power Marketer,0.0,0,0,0.0,0,0,"3,451.5","95,549",3,0.0,0,0,"3,451.5","95,549",3
2012,1611,"Linde Energy Services, Inc.",B,Energy,O,OH,Retail Power Marketer,0.0,0,0,0.0,0,0,94.9,"1,907",2,0.0,0,0,94.9,"1,907",2
2012,1611,"Linde Energy Services, Inc.",B,Energy,O,PA,Retail Power Marketer,0.0,0,0,0.0,0,0,"29,071.8","618,743",3,0.0,0,0,"29,071.8","618,743",3
2012,1613,Berkeley Electric Coop Inc,A,Bundled,O,SC,Cooperative,"137,627.0","1,145,858","74,218","27,812.0","236,171","8,541","34,065.0","429,630",141,0.0,0,0,"199,504.0","1,811,659","82,900"
2012,1625,Benton Rural Electric Assn,A,Bundled,O,WA,Cooperative,"17,532.0","223,469","11,933","7,490.0","118,874","1,360","12,431.0","211,980","1,895",.,.,.,"37,453.0","554,323","15,188"
2012,1640,City of Bessemer Utilities,A,Bundled,O,AL,Municipal,"12,446.0","118,302","9,544","16,862.0","155,030","1,802","3,513.0","44,445",5,0.0,0,0,"32,821.0","317,777","11,351"
2012,1651,Bethel Utilities Corp,A,Bundled,O,AK,Investor Owned,"5,990.0","10,677","1,671","16,102.0","30,229","1,017",.,.,.,.,.,.,"22,092.0","40,906","2,688"
2012,1675,Big Horn Rural Electric Co,A,Bundled,O,MT,Cooperative,45.0,354,36,306.0,"2,020",30,"1,759.0","13,736",1,.,.,.,"2,110.0","16,110",67
2012,1675,Big Horn Rural Electric Co,A,Bundled,O,WY,Cooperative,"3,465.0","27,233","2,856","2,441.0","27,184",466,"5,252.0","61,536",250,.,.,.,"11,158.0","115,953","3,572"
2012,1683,"Big Horn County Elec Coop, Inc",A,Bundled,O,MT,Cooperative,"3,824.2","38,911","3,102","2,055.0","20,022",543,.,.,.,.,.,.,"5,879.2","58,933","3,645"
2012,1683,"Big Horn County Elec Coop, Inc",A,Bundled,O,WY,Cooperative,348.7,"3,588",258,73.0,661,30,.,.,.,.,.,.,421.7,"4,249",288
2012,1708,Big Sandy Rural Elec Coop Corp,A,Bundled,O,KY,Cooperative,"18,916.0","172,953","12,092","5,629.0","56,749","1,092",585.0,"7,981",4,.,.,.,"25,130.0","237,683","13,188"
2012,1723,"Big Bend Electric Coop, Inc",A,Bundled,O,WA,Cooperative,"6,468.0","97,757","4,600","20,876.0","395,899","4,094",.,.,.,.,.,.,"27,344.0","493,656","8,694"
2012,1736,Blachly-Lane County Coop El Assn,A,Bundled,O,OR,Cooperative,"5,272.0","51,494","3,242","2,554.0","41,345",375,"3,692.0","65,684",4,.,.,.,"11,518.0","158,523","3,621"
2012,1738,Bonneville Power Administration,A,Bundled,O,ID,Federal,.,.,.,.,.,.,1.0,"19,796",1,.,.,.,1.0,"19,796",1
2012,1738,Bonneville Power Administration,A,Bundled,O,OR,Federal,.,.,.,167.0,"4,555",1,.,.,.,.,.,.,167.0,"4,555",1
2012,1738,Bonneville Power Administration,A,Bundled,O,WA,Federal,.,.,.,"30,023.0","858,775",7,"118,325.0","6,543,152",2,.,.,.,"148,348.0","7,401,927",9
2012,1738,Bonneville Power Administration,C,Delivery,O,MT,Federal,.,.,.,.,.,.,645.0,"4,067",1,.,.,.,645.0,"4,067",1
2012,1738,Bonneville Power Administration,C,Delivery,O,WA,Federal,.,.,.,.,.,.,"1,390.0","315,200",1,.,.,.,"1,390.0","315,200",1
2012,1763,"Black River Electric Coop, Inc - (SC)",A,Bundled,O,SC,Cooperative,"47,728.2","438,892","27,373","11,745.1","100,811","4,009","9,730.2","128,804",17,.,.,.,"69,203.5","668,507","31,399"
2012,1764,Black Diamond Power Co,A,Bundled,O,WV,Investor Owned,"5,357.0","39,481","4,493","1,976.0","17,230",506,0.0,0,0,0.0,0,0,"7,333.0","56,711","4,999"
2012,1769,"Black Hills Electric Coop, Inc",A,Bundled,O,SD,Cooperative,"12,200.1","106,689","8,151","3,503.8","29,853","1,171",0.0,0,0,0.0,0,0,"15,703.9","136,542","9,322"
2012,1775,Black River Electric Coop - (MO),A,Bundled,O,MO,Cooperative,"27,000.0","274,845","20,406","11,244.0","121,580","3,624","1,403.0","23,737",3,.,.,.,"39,647.0","420,162","24,033"
2012,1776,City of Black River Falls,A,Bundled,O,WI,Municipal,"2,413.2","19,262","2,189","4,419.4","39,961",513,0.0,0,0,0.0,0,0,"6,832.6","59,223","2,702"
2012,1780,Black Warrior Elec Member Corp,A,Bundled,O,AL,Cooperative,"28,902.0","270,532","21,714","11,336.0","104,360","4,924","1,191.0","13,599",3,.,.,.,"41,429.0","388,491","26,641"
2012,1818,City of Blaine - (WA),A,Bundled,O,WA,Municipal,"1,621.0","24,042","2,490","2,915.0","39,249",517,706.0,"9,519",13,.,.,.,"5,242.0","72,810","3,020"
2012,1857,Block Island Power Co,A,Bundled,O,RI,Investor Owned,"2,289.0","4,111","1,399","3,659.0","6,438",464,0.0,0,0,0.0,0,0,"5,948.0","10,549","1,863"
2012,1869,City of Bloomfield - (IA),A,Bundled,O,IA,Municipal,"1,455.0","11,875","1,141","1,049.0","12,562",264,198.0,"3,434",8,.,.,.,"2,702.0","27,871","1,413"
2012,1883,City of Blue Earth - (MN),A,Bundled,O,MN,Municipal,"1,466.0","14,112","1,639",627.0,"5,975",314,"3,250.0","38,313",58,.,.,.,"5,343.0","58,400","2,011"
2012,1884,BENCO Electric Cooperative,A,Bundled,O,MN,Cooperative,"19,674.0","154,512","13,038","2,317.0","17,308",974,"8,241.0","85,691",180,0.0,0,0,"30,232.0","257,511","14,192"
2012,1886,Blue Grass Energy Coop Corp,A,Bundled,O,KY,Cooperative,"82,591.0","760,367","52,642","15,746.0","152,835","2,644","17,602.0","260,891",12,.,.,.,"115,939.0","1,174,093","55,298"
2012,1889,Blue Ridge Elec Member Corp - (NC),A,Bundled,O,NC,Cooperative,"86,063.0","676,825","62,339","27,272.0","232,594","11,867","8,341.0","124,203",7,.,.,.,"121,676.0","1,033,622","74,213"
2012,1890,Blue Ridge Electric Coop Inc - (SC),A,Bundled,O,SC,Cooperative,"94,765.0","712,669","58,426","21,147.0","213,729","5,130","7,398.0","83,652",26,.,.,.,"123,310.0","1,010,050","63,582"
2012,1891,Blue Ridge Mountain EMC - (GA),A,Bundled,O,GA,Cooperative,"30,262.0","244,867","25,039","18,910.0","143,176","7,185","1,532.0","14,710",3,0.0,0,0,"50,704.0","402,753","32,227"
2012,1891,Blue Ridge Mountain EMC - (GA),A,Bundled,O,NC,Cooperative,"16,416.0","133,406","13,198","6,637.0","45,460","3,876",0.0,0,0,0.0,0,0,"23,053.0","178,866","17,074"
2012,1892,"Bluebonnet Electric Coop, Inc",A,Bundled,O,TX,Cooperative,"110,966.9","1,020,488","70,662","24,120.6","206,700","9,597","47,472.7","571,447","2,063",.,.,.,"182,560.2","1,798,635","82,322"
2012,1896,City of Bluffton,A,Bundled,O,IN,Municipal,"3,796.0","50,308","4,760","2,875.0","34,870",927,"12,955.0","218,977",34,.,.,.,"19,626.0","304,155","5,721"
2012,1898,"Bon Homme Yankton El Assn, Inc",A,Bundled,O,SD,Cooperative,"5,269.2","50,673","3,068","2,150.4","22,619",388,701.2,"7,413",1,.,.,.,"8,120.8","80,705","3,457"
2012,1913,City of Boerne,A,Bundled,O,TX,Municipal,"5,321.0","53,937","3,783","7,967.0","71,907","1,106",.,.,.,.,.,.,"13,288.0","125,844","4,889"
2012,1936,Bolivar Energy Authority,A,Bundled,O,TN,Municipal,"14,614.0","130,966","8,839","8,061.0","66,933","2,233","3,453.0","36,325",4,0.0,0,0,"26,128.0","234,224","11,076"
2012,1997,City of Boscobel,A,Bundled,O,WI,Municipal,"1,280.5","11,835","1,429","2,752.0","29,734",329,0.0,0,0,0.0,0,0,"4,032.5","41,569","1,758"
2012,2001,Boone Electric Coop,A,Bundled,O,MO,Cooperative,"39,758.0","386,275","29,105","7,083.0","83,622",938,"4,980.0","74,701",7,.,.,.,"51,821.0","544,598","30,050"
2012,2008,City of Boulder City - (NV),A,Bundled,O,NV,Municipal,"8,167.6","99,684","6,830","5,492.0","51,543",909,0.0,0,0,0.0,0,0,"13,659.6","151,227","7,739"
2012,2010,City of Bountiful,A,Bundled,O,UT,Municipal,"15,266.0","156,909","15,295","8,807.0","97,725","1,354","2,492.0","39,131",1,0.0,0,0,"26,565.0","293,765","16,650"
2012,2049,"Bowie-Cass Electric Coop, Inc",A,Bundled,O,TX,Cooperative,"53,460.2","476,969","32,697","11,587.9","106,357","3,785","3,334.1","38,427",6,.,.,.,"68,382.2","621,753","36,488"
2012,2054,City of Bowling Green - (OH),A,Bundled,O,OH,Municipal,"10,859.0","100,872","12,682","6,017.0","62,201","1,843","25,192.0","329,596",90,.,.,.,"42,068.0","492,669","14,615"
2012,2056,City of Bowling Green - (KY),A,Bundled,O,KY,Municipal,"26,392.0","265,558","23,524","35,884.0","377,306","4,627","18,912.0","233,410",18,0.0,0,0,"81,188.0","876,274","28,169"
2012,2089,Bozrah Light & Power Company,A,Bundled,O,CT,Municipal,"3,585.0","21,956","2,369","1,043.0","5,708",331,"10,124.0","176,353",16,.,.,.,"14,752.0","204,017","2,716"
2012,2138,Brainerd Public Utilities,A,Bundled,O,MN,Municipal,"4,335.0","50,564","6,496","6,388.0","75,071","1,293","7,331.0","114,895",31,.,.,.,"18,054.0","240,530","7,820"
2012,2144,Town of Braintree - (MA),A,Bundled,O,MA,Municipal,"15,505.0","117,657","13,419","31,761.0","220,593","2,645","3,446.0","26,131",7,.,.,.,"50,712.0","364,381","16,071"
2012,2182,City of Breckenridge- (MN),A,Bundled,O,MN,Municipal,"1,389.0","18,759","1,529",698.0,"8,934",282,829.0,"11,229",18,0.0,0,0,"2,916.0","38,922","1,829"
2012,2192,Bremen Electric Light & Power Co,A,Bundled,O,IN,Municipal,"1,480.8","15,611","1,873","1,676.6","16,986",378,"8,135.0","116,072",27,.,.,.,"11,292.4","148,669","2,278"
2012,2194,City of Brenham - (TX),A,Bundled,O,TX,Municipal,"7,636.4","75,854","5,450","7,389.2","83,037","1,442","9,139.1","122,895",21,.,.,.,"24,164.7","281,786","6,913"
2012,2206,City of Brewster - (MN),A,Bundled,O,MN,Municipal,198.0,"2,125",220,86.0,922,38,134.0,663,3,.,.,.,418.0,"3,710",261
2012,2212,"Broad River Electric Coop, Inc",A,Bundled,O,NC,Cooperative,744.3,"5,496",405,.,.,.,.,.,.,.,.,.,744.3,"5,496",405
2012,2212,"Broad River Electric Coop, Inc",A,Bundled,O,SC,Cooperative,"33,495.7","247,151","19,089","4,251.3","34,116",961,"2,305.8","29,057",4,.,.,.,"40,052.8","310,324","20,054"
2012,2215,"Bridger Valley Elec Assn, Inc",A,Bundled,O,UT,Cooperative,952.8,"7,271","1,746",416.6,"4,336",225,18.2,223,23,.,.,.,"1,387.6","11,830","1,994"
2012,2215,"Bridger Valley Elec Assn, Inc",A,Bundled,O,WY,Cooperative,"3,428.1","36,724","3,516","2,692.6","34,931",873,"3,689.8","65,502",116,.,.,.,"9,810.5","137,157","4,505"
2012,2220,Brigham City Corporation,A,Bundled,O,UT,Municipal,"5,046.0","53,005","6,643","4,172.0","51,183",927,"2,404.0","46,647",1,.,.,.,"11,622.0","150,835","7,571"
2012,2247,City of Bristol - (TN),A,Bundled,O,TN,Municipal,"40,875.0","440,576","28,394","24,643.0","236,251","4,453","19,728.0","249,030",23,0.0,0,0,"85,246.0","925,857","32,870"
2012,2248,Bristol Virginia Utilities,A,Bundled,O,VA,Municipal,"20,635.0","194,068","13,706","20,093.0","183,423","2,681","11,532.0","151,704",8,0.0,0,0,"52,260.0","529,195","16,395"
2012,2273,Brodhead Water & Lighting Comm,A,Bundled,O,WI,Municipal,"1,587.4","12,818","1,490","1,224.9","10,353",316,838.7,"8,141",2,0.0,0,0,"3,651.0","31,312","1,808"
2012,2277,City of Broken Bow - (NE),A,Bundled,O,NE,Municipal,"1,854.0","22,079","1,731","1,847.0","22,065",596,"2,502.0","40,130",7,.,.,.,"6,203.0","84,274","2,334"
2012,2285,City of Brookings - (SD),A,Bundled,O,SD,Municipal,"7,868.0","88,471","8,471","3,494.0","39,332","1,312","10,342.0","157,436",148,.,.,.,"21,704.0","285,239","9,931"
2012,2316,Brown County Rural Elec Assn,A,Bundled,O,MN,Cooperative,"6,473.6","61,417","3,275","2,920.4","30,120",584,"3,320.9","44,449",30,.,.,.,"12,714.9","135,986","3,889"
2012,2354,Brown-Atchison E C A Inc,A,Bundled,O,KS,Cooperative,"4,404.3","30,502","2,839","2,393.6","18,294",363,.,.,.,.,.,.,"6,797.9","48,796","3,202"
2012,2394,Burke-Divide Electric Coop Inc,A,Bundled,O,ND,Cooperative,"3,224.0","32,600","2,004","10,388.0","83,570","1,160",.,.,.,.,.,.,"13,612.0","116,170","3,164"
2012,2409,Brownsville Public Utilities Board,A,Bundled,O,TX,Municipal,"47,877.0","555,154","40,750","18,717.0","137,874","4,707","35,255.0","582,104",665,.,.,.,"101,849.0","1,275,132","46,122"
2012,2411,City of Brownsville,A,Bundled,O,TN,Municipal,"5,435.0","57,653","4,189","6,011.0","62,694","1,147","6,617.0","96,955",4,0.0,0,0,"18,063.0","217,302","5,340"
2012,2439,City of Bryan - (OH),A,Bundled,O,OH,Municipal,"4,692.6","46,799","5,049","2,873.4","26,817",699,"10,590.4","127,200",53,.,.,.,"18,156.4","200,816","5,801"
2012,2442,City of Bryan - (TX),A,Bundled,O,TX,Municipal,"56,358.0","595,206","41,975","42,840.0","513,430","6,751","9,324.0","140,720",15,.,.,.,"108,522.0","1,249,356","48,741"
2012,2485,City of Buffalo - (MN),A,Bundled,O,MN,Municipal,"4,588.0","40,636","4,905","6,124.0","59,807",796,"1,054.0","10,368",15,.,.,.,"11,766.0","110,811","5,716"
2012,2487,City of Buford,A,Bundled,O,GA,Municipal,"3,034.0","28,600","2,305","7,663.0","69,691",854,"5,588.0","71,333",4,.,.,.,"16,285.0","169,624","3,163"
2012,2502,"Buckeye Rural Elec Coop, Inc",A,Bundled,O,OH,Cooperative,"32,930.7","225,318","18,026","2,898.9","22,543",774,.,.,.,.,.,.,"35,829.6","247,861","18,800"
2012,2507,City of Burbank Water and Power,A,Bundled,O,CA,Municipal,"39,180.0","264,534","45,164","120,132.1","856,030","6,932",.,.,.,.,.,.,"159,312.1","1,120,564","52,096"
2012,2545,City of Burley - (ID),A,Bundled,O,ID,Municipal,"3,143.0","46,454","3,791","3,706.0","64,345",723,0.0,0,0,0.0,0,0,"6,849.0","110,799","4,514"
2012,2548,City of Burlington Electric - (VT),A,Bundled,O,VT,Municipal,"13,116.0","84,189","16,502","26,683.0","189,291","3,803","8,067.0","70,042",12,0.0,0,0,"47,866.0","343,522","20,317"
2012,2551,City of Burlington - (KS),A,Bundled,O,KS,Municipal,"1,385.0","13,568","1,272","1,860.0","18,998",298,56.0,663,1,.,.,.,"3,301.0","33,229","1,571"
2012,2599,Burt County Public Power Dist,A,Bundled,O,NE,Political Subdivision,"6,797.0","54,406","3,271",143.0,874,139,"3,788.0","28,692",636,.,.,.,"10,728.0","83,972","4,046"
2012,2641,"Butler Rural El Coop Assn, Inc - (KS)",A,Bundled,O,KS,Cooperative,"13,967.0","94,588","6,376","2,927.0","23,295",725,.,.,.,.,.,.,"16,894.0","117,883","7,101"
2012,2643,Butler Public Power District - (NE),A,Bundled,O,NE,Political Subdivision,"6,799.0","62,654","4,567","6,819.0","87,354",547,"3,914.0","25,959",604,.,.,.,"17,532.0","175,967","5,718"
2012,2650,Borough of Butler - (NJ),A,Bundled,O,NJ,Municipal,"16,031.3","96,416","9,776","9,459.5","55,655","1,453",.,.,.,.,.,.,"25,490.8","152,071","11,229"
2012,2651,Butler Rural Electric Coop Inc - (OH),A,Bundled,O,OH,Cooperative,"25,960.0","178,553","10,815","1,981.0","15,238",377,"1,635.0","17,185",7,.,.,.,"29,576.0","210,976","11,199"
2012,2652,Butler County Rural Elec Coop - (IA),A,Bundled,O,IA,Cooperative,"10,206.9","87,085","4,777","1,779.0","16,970",228,"5,551.0","80,079",4,.,.,.,"17,536.9","184,134","5,009"
2012,2655,"Butte Electric Coop, Inc",A,Bundled,O,SD,Cooperative,"6,633.0","54,797","4,509","4,465.0","34,518",665,385.0,"3,469",108,.,.,.,"11,483.0","92,784","5,282"
2012,2678,C & L Electric Coop Corp,A,Bundled,O,AR,Cooperative,"25,274.0","250,660","19,482","8,369.0","80,238","2,223",875.0,"11,956",8,.,.,.,"34,518.0","342,854","21,713"
2012,2773,City of Cairo - (GA),A,Bundled,O,GA,Municipal,"5,683.6","46,068","3,810","5,749.3","50,725",691,"3,069.2","33,862",5,.,.,.,"14,502.1","130,655","4,506"
2012,2774,CMS Electric Coop Inc,A,Bundled,O,KS,Cooperative,"4,133.0","24,722","1,998","9,730.0","77,389","1,627","10,847.7","115,915","2,307",.,.,.,"24,710.7","218,026","5,932"
2012,2812,City of Calhoun - (GA),A,Bundled,O,GA,Municipal,"3,987.9","41,944","3,891","7,061.7","71,383","1,115","18,183.2","307,307",21,.,.,.,"29,232.8","420,634","5,027"
2012,2830,Calpine Power America LLC,B,Energy,O,CA,Retail Power Marketer,.,.,.,"54,458.0","1,072,508",1,.,.,.,.,.,.,"54,458.0","1,072,508",1
2012,2830,Calpine Power America LLC,B,Energy,O,ME,Retail Power Marketer,.,.,.,.,.,.,92.0,"3,168",1,.,.,.,92.0,"3,168",1
2012,2830,Calpine Power America LLC,D,Bundled,O,TX,Retail Power Marketer,.,.,.,.,.,.,"21,509.0","564,035",14,.,.,.,"21,509.0","564,035",14
2012,2843,Los Medanos Energy Center LLC,A,Bundled,O,CA,Unregulated,.,.,.,.,.,.,"13,034.0","459,443",1,.,.,.,"13,034.0","459,443",1
2012,2849,Central Electric Power Assn - (MS),A,Bundled,O,MS,Cooperative,"47,107.0","439,607","29,283","23,444.0","190,683","5,959","19,678.0","257,095",15,0.0,0,0,"90,229.0","887,385","35,257"
2012,2871,Calpine Corp-Agnews,A,Bundled,O,CA,Unregulated,.,.,.,47.0,502,1,.,.,.,.,.,.,47.0,502,1
2012,2888,City of Cambridge - (NE),A,Bundled,O,NE,Municipal,658.0,"5,832",491,727.0,"7,416",132,"1,883.0","32,958",1,.,.,.,"3,268.0","46,206",624
2012,2890,City of Camden,A,Bundled,O,SC,Municipal,"10,978.0","98,909","9,316","8,120.0","67,960","1,403",.,.,.,.,.,.,"19,098.0","166,869","10,719"
2012,2900,City of Cameron,A,Bundled,O,MO,Municipal,"3,341.0","30,918","2,858","4,379.0","48,122",470,.,.,.,.,.,.,"7,720.0","79,040","3,328"
2012,2903,Canoochee Electric Member Corp,A,Bundled,O,GA,Cooperative,"33,392.9","276,349","19,931","6,348.1","56,870",339,"5,070.2","57,107",374,.,.,.,"44,811.2","390,326","20,644"
2012,2910,City of Camilla,A,Bundled,O,GA,Municipal,"2,874.7","24,395","1,867","1,052.5","8,431",325,"8,912.6","109,296",207,.,.,.,"12,839.8","142,122","2,399"
2012,2911,"Canadian Valley Elec Coop, Inc",A,Bundled,O,OK,Cooperative,"31,120.0","316,788","21,331","11,351.0","147,342","2,476","14,375.0","277,904",28,.,.,.,"56,846.0","742,034","23,835"
2012,2955,Canby Utility Board,A,Bundled,O,OR,Municipal,"5,027.6","78,374","6,049","3,029.9","59,383",685,"1,646.8","30,927",12,.,.,.,"9,704.3","168,684","6,746"
2012,2960,"Caney Fork Electric Coop, Inc",A,Bundled,O,TN,Cooperative,"38,277.0","373,372","26,765","15,347.0","123,372","4,908","7,499.0","93,937",7,0.0,0,0,"61,123.0","590,681","31,680"
2012,2961,"Caney Valley El Coop Assn, Inc",A,Bundled,O,KS,Cooperative,"4,701.0","31,820","3,693","4,428.0","32,029","1,893",.,.,.,.,.,.,"9,129.0","63,849","5,586"
2012,2974,Canton Municipal Utilities,A,Bundled,O,MS,Municipal,"4,922.0","44,463","3,949","3,380.0","33,753",740,"3,113.0","35,033",8,.,.,.,"11,415.0","113,249","4,697"
2012,2982,Cape Hatteras Elec Member Corp,A,Bundled,O,NC,Cooperative,"11,959.0","88,865","6,444","4,499.0","37,928","1,071",.,.,.,.,.,.,"16,458.0","126,793","7,515"
2012,2985,"Capital Electric Coop, Inc",A,Bundled,O,ND,Cooperative,"16,472.2","178,312","14,922","8,162.2","87,091","1,611","2,066.5","27,910",11,.,.,.,"26,700.9","293,313","16,544"
2012,2986,"Cam Wal Electric Coop, Inc",A,Bundled,O,SD,Cooperative,"3,314.0","27,635","2,053","1,612.0","18,220",182,397.0,"3,992",97,.,.,.,"5,323.0","49,847","2,332"
2012,2998,"Carbon Power & Light, Inc",A,Bundled,O,WY,Cooperative,"6,132.1","43,768","5,415","4,854.8","44,331",727,"6,143.1","78,845",49,.,.,.,"17,130.0","166,944","6,191"
2012,3030,Cardinal Cogen Inc,A,Bundled,O,CA,Unregulated,.,.,.,"15,846.0","257,422",1,.,.,.,.,.,.,"15,846.0","257,422",1
2012,3046,Progress Energy Carolinas Inc,A,Bundled,O,NC,Investor Owned,"1,533,747.0","14,706,486","1,096,257","1,146,908.0","13,498,441","190,028","556,987.0","8,384,470","3,759",.,.,.,"3,237,642.0","36,589,397","1,290,044"
2012,3046,Progress Energy Carolinas Inc,A,Bundled,O,SC,Investor Owned,"206,275.0","2,070,496","134,808","153,782.0","1,747,863","31,285","130,462.0","2,113,048",672,.,.,.,"490,519.0","5,931,407","166,765"
2012,3075,Carroll County - (TN),A,Bundled,O,TN,Municipal,"17,828.0","184,321","12,495","11,082.0","107,195","3,109","8,678.0","139,106",3,0.0,0,0,"37,588.0","430,622","15,607"
2012,3076,"Carroll Electric Coop, Inc - (OH)",A,Bundled,O,OH,Cooperative,"16,503.0","124,478","10,795","1,601.0","11,297","1,016","2,539.0","21,981",8,.,.,.,"20,643.0","157,756","11,819"
2012,3081,Carroll Electric Member Corp - (GA),A,Bundled,O,GA,Cooperative,"74,814.0","624,448","46,246","14,830.0","127,253","2,794","14,651.0","255,281",34,.,.,.,"104,295.0","1,006,982","49,074"
2012,3093,Carroll Electric Coop Corp - (AR),A,Bundled,O,AR,Cooperative,"89,131.0","1,044,963","72,089","22,316.0","310,133","5,092","14,661.0","278,397",31,0.0,0,0,"126,108.0","1,633,493","77,212"
2012,3093,Carroll Electric Coop Corp - (AR),A,Bundled,O,MO,Cooperative,"9,870.0","110,665","10,629","1,558.0","19,184",764,0.0,0,0,0.0,0,0,"11,428.0","129,849","11,393"
2012,3107,Carteret-Craven El Member Corp,A,Bundled,O,NC,Cooperative,"47,778.3","414,876","35,030","13,599.4","133,030","3,887",.,.,.,.,.,.,"61,377.7","547,906","38,917"
2012,3108,City of Cartersville - (GA),A,Bundled,O,GA,Municipal,"7,762.1","73,466","6,185","14,563.2","140,564","1,814","20,961.4","330,788",19,.,.,.,"43,286.7","544,818","8,018"
2012,3113,City of Carthage - (MO),A,Bundled,O,MO,Municipal,"7,202.0","76,343","6,349","5,910.0","72,800","1,134","8,630.0","131,533",25,.,.,.,"21,742.0","280,676","7,508"
2012,3203,Cedar Falls Utilities,A,Bundled,O,IA,Municipal,"14,867.0","164,083","16,001","16,655.6","252,898","2,254","4,636.1","73,610",33,.,.,.,"36,158.7","490,591","18,288"
2012,3205,Cedar-Knox Public Power Dist,A,Bundled,O,NE,Political Subdivision,"7,494.0","86,083","5,396","7,145.0","96,872",729,"5,873.0","60,592","1,045",.,.,.,"20,512.0","243,547","7,170"
2012,3208,Cedarburg Light & Water Comm,A,Bundled,O,WI,Municipal,"5,528.9","44,044","5,212","5,309.4","47,549",885,"1,472.4","17,303",2,0.0,0,0,"12,310.7","108,896","6,099"
2012,3216,City of Celina,A,Bundled,O,OH,Municipal,"6,610.0","71,097","6,786","4,466.0","47,252",856,"6,564.0","91,426",13,.,.,.,"17,640.0","209,775","7,655"
2012,3221,CPKelco U S Inc,A,Bundled,O,CA,Unregulated,.,.,.,.,.,.,4.0,72,1,.,.,.,4.0,72,1
2012,3222,Central Alabama Electric Coop,A,Bundled,O,AL,Cooperative,"72,744.0","550,087","39,667","9,934.0","81,096","1,771","1,634.0","17,099",5,.,.,.,"84,312.0","648,282","41,443"
2012,3226,"Central Rural Electric Cooperative, Inc",A,Bundled,O,OK,Cooperative,"26,099.0","276,515","15,954","15,033.0","180,074","3,657","4,837.0","83,512",11,.,.,.,"45,969.0","540,101","19,622"
2012,3235,City of Central City,A,Bundled,O,NE,Municipal,"1,679.6","16,639","1,359",997.0,"9,753",284,647.9,"6,783",12,.,.,.,"3,324.5","33,175","1,655"
2012,3236,"Central Electric Coop, Inc - (SD)",A,Bundled,O,SD,Cooperative,"11,616.9","116,076","7,006","2,196.3","23,910",720,"13,217.0","198,551",162,.,.,.,"27,030.2","338,537","7,888"
2012,3240,Central Electric Coop Inc - (OR),A,Bundled,O,OR,Cooperative,"35,713.0","440,371","27,188","7,062.0","97,063","2,579","6,379.0","109,654","1,613",.,.,.,"49,154.0","647,088","31,380"
2012,3245,"Central Florida Elec Coop, Inc",A,Bundled,O,FL,Cooperative,"45,123.8","333,583","29,847","10,227.9","81,112","2,558","3,587.4","31,302",203,.,.,.,"58,939.1","445,997","32,608"
2012,3248,Central Georgia El Member Corp,A,Bundled,O,GA,Cooperative,"64,833.0","706,270","46,978","14,842.0","154,396","4,416","12,632.0","195,303",85,.,.,.,"92,307.0","1,055,969","51,479"
